,110320,230320,71140,40310,20321,30323,190540,80290,220510,,510320,511219,530921,570249,560729,611120,610799,420330,410411,640610,420100,440722,441113,441872,470421,480990,482090,271020,251990,390290,310260,293500,320990,330590,321590,391722,400690,690410,700330,681091,,680293,720221,730611,760511,740329,730792,761699,820239,830250,840420,830241,731431,721049,848220,843240,847930,900661,841581,845522,840790,841391,847170,851950,851930,851810,910221,,853949,851010,850153,850730,870431,871640,841430,851180,860500,890399,870390,940320,,,401590,392690
,110412,170410,71151,40390,20322,30324,190590,90112,220590,,510330,511220,530929,570250,560741,611130,610811,420340,410419,640411,420291,440725,441114,441879,470429,481013,482110,271091,270710,390311,310280,293621,321000,330610,330112,391723,400700,690490,700420,681099,,680299,720229,730619,760519,740500,730793,820900,820240,,840490,830242,731439,721050,848230,843280,847710,900669,841582,845530,840810,841392,847180,853690,851981,852210,910229,,853990,851020,850161,850740,870490,871690,841480,851190,860610,890400,870431,940340,,,420310,400690
,110419,170490,71159,40410,20329,30325,,90121,220600,,510400,511230,531090,570291,560749,611231,610819,611610,410441,640419,420292,440726,441192,441890,470500,481014,490300,271099,270720,390319,310290,293622,321100,330620,330113,391729,400811,690510,700490,,,680300,720230,730621,760521,710610,730799,830590,820291,,840510,830249,731441,721061,848240,843290,847720,900691,841583,845590,840820,841410,847190,854790,851989,852290,910291,,900669,851030,850162,850750,870120,,841520,880100,860630,890510,871000,940350,,,420330,401590
,110422,200600,71190,40490,20410,30326,,90122,220710,,510510,511290,540233,570292,560750,611239,610821,611691,410449,640420,420299,440727,441193,442190,470610,481019,490400,271210,270730,390320,310310,293623,321210,330690,330119,391731,400819,690590,700510,,,680410,720241,730629,760529,710691,732510,830910,820299,,840590,830260,731442,721069,848250,843311,847730,900699,841590,845610,840890,841420,847290,851712,852110,852352,910299,,940591,851090,850163,850760,870210,,842123,880211,860691,890520,871110,940360,,,420340,401693
,110423,200799,71220,40510,20421,30329,,90190,220720,,510521,511300,540742,570299,560790,611241,610822,611692,410510,640520,420329,440728,441194,441510,470620,481022,490510,271220,270740,390330,310390,293624,321410,330710,330124,391732,400821,690600,700521,,,680421,720249,730630,760611,710692,732591,830990,820310,,841610,,731449,721070,848280,843319,847740,900720,841861,845620,840991,841440,847330,851761,852190,852990,910310,,851310,851631,850164,850780,870290,,842139,880212,860692,890590,871120,940370,,,420600,420321
,110429,180200,71231,40520,20422,30331,,90210,220820,,510529,520811,540752,570310,560811,611249,610829,611693,410530,640110,420500,440729,441210,441520,470630,481029,490591,271290,270750,390390,310420,293625,321490,330720,330125,391733,400829,690710,700529,,,680422,720250,730640,760612,710811,732599,831000,820320,,841620,,731700,721090,848291,843320,847751,900791,842139,845630,840999,841480,852290,851981,852290,853190,910390,,851390,851632,850211,850790,870410,,842199,880220,860699,890610,871130,940381,,,481850,441400
,110430,180310,71232,40590,20423,30332,,90220,220830,,510531,520812,540753,570320,560819,610120,610831,611699,410621,640192,420600,440791,441231,441600,470691,481031,490599,271311,270791,390410,310430,293626,350190,330730,330129,391739,400911,690790,700530,,,680423,720260,730650,760691,710812,741991,860719,820330,,841630,,732010,721210,848299,843330,847759,900792,842199,845690,841011,841490,852351,851989,852712,853310,910400,,854370,851640,850212,854810,870422,,847989,880230,860711,890690,871140,940389,,,560490,450410
,110510,180320,71233,40610,20430,30333,,90230,220840,,510539,520813,540754,570330,560890,610130,610832,611710,410622,640212,430390,440792,441232,460121,470692,481032,490600,271312,270799,390421,310490,293627,350300,330749,330130,391740,400912,690810,700600,,,680430,720270,730669,760692,710813,,,820340,,841690,,732020,721220,848320,843340,847780,900850,842489,845710,841012,741999,852841,852550,852713,853321,910511,,940510,851660,850213,853670,870423,,847990,880240,860712,890790,871150,940390,,,630720,480990
,110520,180400,71239,40620,20441,30334,,90240,220850,,510540,520819,540761,570390,560900,610190,610839,611780,410631,640219,430400,440793,441239,460122,470693,481039,490700,271320,270810,390422,310510,293628,350520,330790,330190,391810,400921,690890,700711,,,680510,720280,730690,760711,710820,,,820411,,841950,,732090,721230,848330,843351,847790,900890,847989,845720,841013,842511,852851,852560,852719,853329,910519,,940520,851671,850220,854411,870432,,848310,880260,860719,890800,871190,,,,650610,481620
,110610,180500,71290,40630,20442,30339,,90412,220860,,510610,520821,540772,570410,580500,610210,610891,611790,410632,640299,640610,440794,441294,460129,480100,481092,490810,271390,270820,390430,310520,293629,350610,340111,330290,391890,400922,690911,700719,,,680520,720291,720915,760719,711011,,,820412,,841989,,732620,721240,730792,843352,732611,901010,851621,845730,841090,842519,852861,852580,852721,853331,910521,,940530,851672,850231,854419,870510,,851110,880310,860721,,871200,,,,681280,481690
,110620,180610,71410,40640,20443,30341,,90421,220870,,510620,520822,540773,570490,590900,610220,610892,621320,410640,640199,640690,440795,441299,460192,480210,481099,490890,271410,271012,390440,310530,293690,350691,340119,330741,392010,400931,690912,700721,,,680530,720292,720916,760720,711019,,,820420,,730900,,741510,721250,730799,843353,821000,901050,851629,845811,841121,842531,854370,852859,852729,853339,910529,,940540,851679,850239,854420,870520,,851120,880320,860729,,871410,,,,681291,490700
,110630,180620,71420,40690,20450,30342,,90422,220890,,510710,520823,540774,570500,591000,610230,610899,621390,410691,640220,660320,440799,441300,460193,480220,481110,490900,271490,271111,390450,310540,293711,350699,340120,340391,392020,400932,690919,700729,,,680610,720293,720917,760810,711021,,,820510,,731100,,741999,721260,731600,843359,841720,901060,841480,845819,841122,842539,,852910,852791,853340,910591,,940550,851690,850240,854449,870530,,851130,880330,860730,,871491,,,,841920,611300
,110710,180631,71430,170211,20500,30343,,90520,230330,,510720,520829,540781,630120,591190,610290,610910,621410,410692,640291,911390,440310,,460194,480240,481141,491000,271500,271112,390461,310551,293712,381400,340130,340399,392030,400941,690990,700800,,,680620,720299,720918,760820,711029,,,820520,,741999,,750810,721720,732310,843360,841931,901090,841810,845891,841181,842541,,852990,852792,853390,910599,,,732111,850300,854460,870540,,851140,880390,860791,,871492,,,,841989,650500
,110720,180632,71440,170219,20610,30344,,90620,230700,,510810,520831,540782,630130,630520,610310,610990,621420,410711,640590,,,,460199,480254,481149,491110,340311,271113,390469,310559,293719,,340211,350300,392043,400942,691010,700910,,,680690,720310,720925,760900,711031,,,820530,,761100,,761410,722591,732391,843390,841939,902780,841830,845899,841182,842611,,854370,852799,853400,910610,,,732112,851150,854470,870590,,851150,880510,860799,,871493,,,,841990,660110
,110811,180690,71450,190110,20621,30345,,90720,,,510820,520832,540784,630140,630532,610322,620711,621430,410712,,,,,460211,480255,481151,491191,340319,271114,390490,310560,293721,,340212,360100,392049,401011,691090,700991,,,681140,720390,720926,761699,711041,,,820540,,761300,,761490,722592,732394,843680,841950,844339,841840,845910,841199,842612,,900710,852849,853690,910690,,,732119,851190,900110,870600,,851180,880521,860900,,871494,,,,842129,660191
,110812,,71490,190190,20622,30346,,90812,,,510910,520833,540791,630190,630533,610323,620719,621440,410719,,,,,460212,480256,481159,491199,382490,271119,390512,310590,293722,,340213,360200,392051,401012,691110,700992,,,681181,720410,720927,,711230,,,820551,,731010,,761610,722599,732410,843699,841981,844399,841850,845921,841210,842619,,851230,852869,853890,910700,,,732181,761699,741999,870899,,851190,880529,870190,,871495,,,,842139,660199
,110813,,80111,210500,20629,30349,,90821,,,510990,520839,540792,630210,630539,610329,620721,621490,410791,,,,,460219,480257,481160,844250,680710,271121,390519,380850,293723,,340219,360300,392059,401019,691190,701010,,,681182,720421,720928,,262019,,,820559,,731021,,761691,,732421,843710,841989,847210,841869,845929,841280,842620,,853010,852871,854011,910811,,,732182,850410,761610,,,851220,940110,870290,,871496,,,,871310,660200
,110814,,80410,350110,20630,30351,,90822,,,511000,520841,540793,630221,630590,610331,620722,621510,410792,,,,,460290,480258,481190,,680790,271129,390521,380891,293729,,340220,360410,392061,401031,691200,701020,,,681189,720429,720990,,262029,,,820560,,731029,,810890,,732429,843780,842111,841911,841891,845931,841290,842630,,853080,852872,854012,910812,,,732189,850421,853661,,,851240,,870830,,871499,,,,871390,660320
,110819,,80420,350190,20641,30353,,90832,,,520210,520842,540794,630222,630612,610332,620729,621520,410799,,,,,441900,480261,481420,,,280110,390529,380892,293750,,340290,360490,392062,401032,691310,701090,,,681280,720430,721310,,262060,,,820570,,761210,,830520,,732490,843790,842122,841981,841899,845939,841330,842641,,853090,852873,854020,910819,,,732190,850422,853669,,,851290,,870870,,871500,,,,871420,660390
,110820,,80620,350220,20649,30354,,90922,,,520291,520843,540822,630229,630619,610333,620791,621590,411200,,,,,441700,480262,481490,,,280120,390530,380893,293790,,340420,360500,392063,401033,691390,701120,,,681292,720441,721320,,262091,,,820590,,761290,,830590,,732599,848790,842129,842112,841989,845940,841391,842649,,853110,852990,854040,910820,,,841460,850423,853690,,,851679,,870880,,,,,,900120,670100
,110900,,81110,,20680,30355,,90932,,,520299,520849,540823,630231,630622,610339,620799,621600,411310,,,,,660390,480269,481930,,,280130,390591,380899,293810,,340490,360610,392069,401034,691410,701190,,,681293,720449,721391,,262099,,,820600,,,,820750,,732619,870110,843420,842191,847960,845951,848310,842691,,853180,854370,854060,910890,,,841821,850431,854690,,,851680,,870894,,,,,,900130,670210
,120810,,81120,,20690,30356,,90962,,,520300,520851,540824,630232,630629,610341,620811,621710,411320,,,,,440131,480300,481940,,,280200,390599,,293890,,340510,360690,392071,401035,691490,701310,,,681299,720450,721399,,750110,,,820713,,,,820760,,732690,870190,843510,842219,,845959,848340,842699,,853190,,854071,910910,,,841829,850432,854720,,,853630,,,,,,,,900140,670290
,120890,,81190,,20711,30357,,91012,,,520411,520852,540832,630239,630630,610342,620819,621790,411330,,,,,440139,480419,481950,,,280300,390610,,293911,,340520,370110,392073,401036,854620,701322,,,681320,720510,721510,,750120,,,820740,,,,820770,,741810,870870,843590,845011,,845961,848350,842710,,854320,,854079,910990,,,841830,850433,854790,,,853641,,,,,,,,900150,670300
,121410,,81210,,20712,30363,,91020,,,520419,520859,540833,630240,630690,610343,620821,,411390,,,,,440210,480421,482190,,,280410,390690,,293919,,340530,370120,392079,401039,854710,701328,,,681381,720521,721550,,750210,,,820890,,,,820780,,741820,870899,843810,845012,,845969,848360,842720,,860800,,854081,911011,,,841840,850434,380110,,,853650,,,,,,,,900190,670411
,130232,,81290,,20713,30364,,91030,,,520420,520911,540834,630251,630710,610349,620822,,411410,,,,,440290,480429,482390,,,280421,390710,,293920,,340540,370130,392091,401110,,701333,,,681389,720529,721590,,750220,,,821193,,,,820790,,741999,843410,843820,845019,,845970,848390,842790,,,,854089,911012,,,841919,850440,380120,,,853710,,,,,,,,900219,670419
,140490,,81310,,20714,30365,,91091,,,520511,520912,551299,630253,630790,610413,620829,,411420,,,,,440500,480431,481710,,,280429,390720,,293930,,340590,370191,392092,401120,,701337,,,681410,720610,721730,,750400,,,821194,,,,820810,,750720,843490,843830,845110,,846011,850239,842810,,,,854091,911019,,,842112,850490,380130,,,854370,,,,,,,,900220,670420
,150710,,81320,,20724,30366,,120242,,,520512,520919,551321,630259,630800,610419,620891,,411510,,,,,442010,480439,481720,,,280430,390730,,293941,,380910,370199,392093,401130,,701341,,,681490,720690,721931,,750890,,,821210,,,,820820,,750890,843610,843840,846900,,846019,,842820,,,,854099,911090,,,842191,850520,380190,,,854430,,,,,,,,900290,670490
,150790,,81330,,20725,30367,,190190,,,520513,520921,551341,630260,630900,610422,620892,,411520,,,,,442090,480449,481730,,,280440,390740,,293942,,380991,370210,392094,401140,,701342,,,681510,720711,721932,,780110,,,821220,,,,820830,,760900,843621,843850,847021,,846021,,842832,,,,854110,911110,,,842211,853510,851190,,,854449,,,,,,,,900311,681280
,150810,,81340,,20726,30368,,190240,,,520514,520922,551612,630291,631010,610423,620899,,430110,,,,,442110,480451,482020,,,280450,390750,,293943,,382490,370231,392099,401150,,701349,,,681520,720712,721935,,780191,,,821290,,,,820840,,761520,843629,843860,847030,,846029,,842833,,,,854121,911120,,,842290,853521,854511,,,854690,,,,,,,,900319,710229
,150890,,81350,,20727,30369,,200811,,,520515,520929,551614,630293,631090,610429,621210,,430130,,,,,450190,480452,482030,,,280461,390760,,293944,,,370232,392111,401161,,701391,,,681591,720719,722020,,780199,,,821300,,,,846630,,761699,843691,843880,847050,,846031,,842839,,,,854129,911180,,,845011,853529,854519,,,870810,,,,,,,,900390,710239
,150910,,81400,,20741,30381,,200819,,,520521,520931,551622,630299,880400,610431,621220,,430160,,,,,450200,480511,482340,,,280469,390770,,293949,,,370239,392112,401162,,701399,,,681599,720720,722220,,780200,,,821410,,,,731811,,790700,901890,843890,847090,,846039,,842840,,,,854130,911190,,,845012,853530,854520,,,870821,,,,,,,,900410,710391
,150990,,121299,,20742,30382,,210111,,,520522,520932,551624,630312,940430,610432,621230,,430180,,,,,450310,480512,481810,,,280470,390791,,293951,,,370241,392113,401163,,701400,,,710410,720810,722230,,780420,,,821420,,,,731812,,820559,842430,847920,847230,,846040,,842860,,,,854140,911220,,,845019,853540,854590,,,870829,,,,,,,,900490,710399
,151000,,200110,,20743,30383,,210112,,,520523,520939,551632,630319,950699,610433,621290,,430190,,,,,450390,480519,481820,,,280480,390799,,293959,,,370242,392114,401169,,701510,,,710420,720825,722240,,790111,,,821490,,,,731813,,821195,842911,851410,847290,,846090,,842890,,,,854150,911290,,,845020,853590,847989,,,870830,,,,,,,,901390,711311
,151110,,200190,,20744,30384,,210120,,,520524,520941,551634,630391,,610439,610510,,430211,,,,,450410,480524,481830,,,280490,390810,,293961,,,370243,392119,401192,,701590,,,710490,720826,722692,,790112,,,842420,,,,731814,,821490,842919,851430,847310,,846120,,843110,,,,854160,911310,,,845090,853610,850440,,,870840,,,,,,,,901831,711319
,151190,,200210,,20745,30389,,210130,,,520526,520942,551642,630392,,610441,610520,,430219,,,,,450490,480530,961900,,,280511,390890,,293962,,,370244,392190,401193,,701610,,,710510,720827,722699,,790120,,,851511,,,,731815,,821599,842920,844400,847321,,846130,,843120,,,,854190,911320,,,845121,853620,850490,,,870850,,,,,,,,901832,711320
,151211,,200290,,20751,30390,,210210,,,520527,520943,551644,630399,,610442,610590,,430220,,,,,640690,480540,470790,,,280512,390910,,293963,,,370252,392210,401194,,701690,,,710590,720836,722850,,790310,,,871680,,,,731816,,830220,842930,844511,847329,,846140,,843131,,,,854231,911410,,,851610,853630,850590,,,870870,,,,,,,,901839,711411
,151219,,200310,,20752,30431,,210220,,,520528,520949,551692,630411,,610443,620520,,430230,,,,,,480591,480254,,,280519,390920,,293969,,,370253,392220,401199,,701710,,,,720837,722860,,790390,,,871690,,,,731819,,830300,842940,844512,847340,,846150,,843139,,,,854232,911430,,,851629,853649,851680,,,870880,,,,,,,,901841,711419
,151221,,200390,,20753,30432,,210230,,,520531,520951,551694,630419,,610444,620530,,,,,,,,480610,481890,,,280530,390930,,293991,,,370254,392290,401211,,701720,,,,720838,722870,,800110,,,901730,,,,731821,,830510,842951,844513,847350,,846190,,846630,,,,854233,911440,,,851633,853650,853180,,,870891,,,,,,,,901849,711420
,151229,,200410,,20754,30433,,210310,,,520532,520952,560210,630491,,610449,620590,,,,,,,,480620,482320,,,280540,390940,,293999,,,370255,392310,401212,,701790,,,,720839,722880,,800120,,,901780,,,,731822,,830610,842952,844519,847621,,846210,,847971,,,,854239,911490,,,851650,853690,853210,,,870892,,,,,,,,901850,711590
,151311,,200490,,20755,30439,,210330,,,520533,520959,560391,630492,,610451,620610,,,,,,,,480630,482361,,,280610,390950,,294000,,,370256,392321,401213,,701810,,,,720840,730110,,810110,,,930700,,,,731823,,830710,842959,844520,847629,,846221,,847979,,,,854290,842191,,,,853710,853221,,,870893,,,,,,,,901890,711610
,151319,,200510,,20760,30441,,210390,,,520534,521011,560392,630493,,610452,620620,,,,,,,,480640,482369,,,280620,391000,,294110,,,370296,392329,401219,,701820,,,,720851,730120,,810194,,,732391,,,,731824,,830790,843010,844530,847681,,846229,,870911,,,,854370,852610,,,,853720,853222,,,870894,,,,,,,,901910,711620
,151321,,200520,,20810,30442,,210610,,,520535,521019,560394,630499,,610453,620630,,,,,,,,480700,482370,,,280700,391110,,294120,,,370297,392330,401220,,701890,,,,720852,730661,,810210,,,732392,,,,731829,,831190,843020,844540,847689,,846231,,870919,,,,854390,852691,,,,853810,853223,,,870895,,,,,,,,901920,711711
,151329,,200540,,20830,30443,,210690,,,520541,521021,560490,940421,,610459,620640,,,,,,,,480840,848030,,,280800,391190,,294130,,,370298,392340,401290,,701911,,,,720853,731511,,810294,,,732393,,,,732690,,848010,843050,844590,847690,,846239,,870990,,,,854890,852692,,,,853890,853224,,,870899,,,,,,,,902000,711719
,151411,,200551,,20860,30444,,220900,,,520542,521029,580300,940490,,610461,620690,,,,,,,,480890,,,,280910,391211,,294140,,,370310,392350,401310,,701912,,,,720854,731512,,810320,,,732394,,,,741521,,848020,843061,844610,847910,,846241,,741991,,,,901819,852990,,,,854690,853225,,,940120,,,,,,,,902110,711790
,151419,,200559,,20890,30445,,250100,,,520543,521031,590110,,,610462,611211,,,,,,,,481200,,,,280920,391212,,294150,,,370320,392390,401320,,701919,,,,720890,731519,,810411,,,732399,,,,741529,,848030,843069,844621,847989,,846249,,831110,,,,901890,853120,,,,854790,853229,,,940190,,,,,,,,902121,711810
,151491,,200560,,20910,30446,,320300,,,520544,521032,590190,,,610463,611212,,,,,,,,481310,,,,281000,391220,,294190,,,370390,392410,401390,,701931,,,,721012,731520,,810430,,,732690,,,,741533,,850511,843141,844629,847990,,846291,,831120,,,,903090,854320,,,,,853230,,,,,,,,,,,902129,711890
,151499,,200570,,20990,30449,,330210,,,520546,521039,590210,,,610469,611219,,,,,,,,481320,,,,281111,391231,,300120,,,370400,392490,401410,,701932,,,,721113,731581,,810520,,,761510,,,,741539,,850519,843142,844630,850819,,846299,,831130,,,,,854370,,,,,853290,,,,,,,,,,,902131,731940
,151511,,200580,,21011,30451,,,,,520547,521041,590220,,,610510,611220,,,,,,,,481390,,,,281119,391239,,300190,,,370510,392510,401490,,701939,,,,721114,731582,,810590,,,821110,,,,,,871690,843143,844711,850860,,846310,,831190,,,,,901110,,,,,853641,,,,,,,,,,,902139,731990
,151519,,200591,,21012,30452,,,,,520548,521049,590290,,,610610,621010,,,,,,,,482320,,,,281121,391290,,300210,,,370590,392520,401519,,701940,,,,721119,731589,,810720,,,821191,,,,,,930110,843149,844712,850870,,846320,,846810,,,,,901120,,,,,853890,,,,,,,,,,,902190,732619
,151521,,200599,,21019,30453,,,,,520611,521051,590310,,,610620,621120,,,,,,,,470710,,,,281122,391310,,300220,,,370610,392590,401590,,701951,,,,721123,731590,,810820,,,821192,,,,,,930120,846711,844720,900510,,846330,,846820,,,,,901180,,,,,854310,,,,,,,,,,,940210,741999
,151529,,200710,,21020,30454,,,,,520612,521059,590320,,,610690,620442,,,,,,,,470720,,,,281129,391390,,300230,,,370690,392620,401610,,701952,,,,721129,732690,,810920,,,821510,,,,,,930190,846719,844790,900580,,846390,,846880,,,,,901190,,,,,854370,,,,,,,,,,,940290,761699
,151550,,200791,,21091,30455,,,,,520613,521111,590390,,,611011,620443,,,,,,,,480411,,,,281210,391400,,300290,,,370710,392630,401691,,701959,,,,721190,,,811010,,,821520,,,,,,930200,847431,844811,900590,,846610,,846890,,,,,901210,,,,,854442,,,,,,,,,,,940320,821410
,151590,,200799,,21093,30459,,,,,520614,521112,590410,,,611012,620444,,,,,,,,480441,,,,281290,391590,,300310,,,370790,392640,401692,,701990,,,,721410,,,811090,,,821591,,,,,,930310,847432,844819,901310,,846620,,851511,,,,,901290,,,,,903289,,,,,,,,,,,,830621
,151610,,200820,,21099,30461,,,,,520615,521119,590490,,,611019,620453,,,,,,,,480442,,,,281310,400211,,300320,,,380210,392690,401694,,702000,,,,721420,,,811212,,,821599,,,,,,930320,847439,844820,901380,,846630,,851519,,,,,901320,,,,,,,,,,,,,,,,,830629
,151620,,200830,,50100,30462,,,,,520621,521120,590500,,,611020,620459,,,,,,,,480459,,,,281390,400219,,300331,,,380290,400121,401695,,854610,,,,721430,,,811221,,,,,,,,,930330,847910,844831,901510,,846693,,851521,,,,,901410,,,,,,,,,,,,,,,,,830630
,151710,,200840,,50210,30463,,,,,520622,521131,590610,,,611030,620111,,,,,,,,480525,,,,281420,400220,,300339,,,380590,491199,401699,,854790,,,,721491,,,811251,,,,,,,,,930390,870130,844832,950810,,846694,,851529,,,,,901420,,,,,,,,,,,,,,,,,830810
,151790,,200850,,50400,30469,,,,,520623,521132,590691,,,611090,620112,,,,,,,,480550,,,,281511,400231,,300340,,,380610,848030,401700,,940591,,,,721499,,,740400,,,,,,,,,930400,870829,844833,950890,,847940,,851531,,,,,901480,,,,,,,,,,,,,,,,,830820
,152200,,200860,,50510,30471,,,,,520624,521139,590699,,,611190,620113,,,,,,,,480592,,,,281512,400239,,300390,,,380620,851690,640620,,,,,,721610,,,740610,,,,,,,,,930510,820713,844839,,,847981,,851539,,,,,901490,,,,,,,,,,,,,,,,,830890
,170230,,200870,,50590,30472,,,,,520625,521141,590700,,,611300,620119,,,,,,,,480593,,,,281520,400241,,300410,,,380630,870829,650691,,,,,,721621,,,740620,,,,,,,,,930520,820719,844842,,,847990,,851580,,,,,901520,,,,,,,,,,,,,,,,,842410
,170240,,200880,,51199,30473,,,,,520631,521142,590800,,,611420,620191,,,,,,,,480810,,,,281530,400249,,300420,,,380690,870870,890710,,,,,,721622,,,740710,,,,,,,,,930591,842831,844849,,,848041,,851590,,,,,901530,,,,,,,,,,,,,,,,,845230
,170250,,200891,,150110,30474,,,,,520632,521143,591110,,,611430,620192,,,,,,,,482390,,,,281610,400251,,300431,,,380700,940592,,,,,,,721631,,,740721,,,,,,,,,930599,843031,844851,,,848049,,842230,,,,,901540,,,,,,,,,,,,,,,,,847010
,170260,,200893,,150120,30475,,,,,520633,521149,600521,,,611490,620193,,,,,,,,,,,,281640,400259,,300432,,,380992,961511,,,,,,,721632,,,740729,,,,,,,,,930621,843039,844859,,,848050,,842240,,,,,901580,,,,,,,,,,,,,,,,,847029
,170290,,200897,,150190,30479,,,,,520634,521151,600522,,,,620199,,,,,,,,,,,,281700,400260,,300439,,,380993,,,,,,,,721633,,,740811,,,,,,,,,930629,843041,844900,,,848060,,842290,,,,,901590,,,,,,,,,,,,,,,,,847290
,190190,,200899,,150210,30481,,,,,520635,521152,600524,,,,620211,,,,,,,,,,,,281810,400270,,300440,,,381010,,,,,,,,721640,,,740819,,,,,,,,,930630,843049,845121,,,848071,,842310,,,,,901811,,,,,,,,,,,,,,,,,848410
,190300,,200911,,150290,30482,,,,,520641,521159,600531,,,,620212,,,,,,,,,,,,281820,400280,,300450,,,381090,,,,,,,,721650,,,740821,,,,,,,,,930690,847410,845129,,,848079,,842320,,,,,901812,,,,,,,,,,,,,,,,,848420
